Data_Venda;Nome_Cliente;Cidade;Produto;Quantidade;Valor_Unitario;Valor_Total
2025-05-23;Dr. Lucca Silveira;Silva;Teclado;6;2255.3;13531.8
2025-06-20;Raquel Barbosa;Moraes da Mata;Monitor;5;580.05;2900.25
2025-01-07;Dr. Kaique Brito;Pereira;Notebook;5;777.23;3886.15
2025-09-21;Marina Cavalcanti;Azevedo de Nascimento;Teclado;6;1323.88;7943.28
2024-07-26;Nathan da Luz;Nascimento de Dias;Smartphone;1;1034.04;1034.04
2024-11-02;Lorena Vieira;Fogaça da Praia;Mouse;4;101.35;405.4
2024-05-28;Melina Silva;Câmara;Mouse;9;2478.6;22307.4
2025-08-15;Isabela Siqueira;Gonçalves;Smartphone;5;1486.37;7431.85
2025-05-27;Luiz Fernando Sousa;Novaes do Sul;Monitor;8;662.13;5297.04
2023-11-10;Théo Moraes;Rocha;Monitor;10;2782.27;27822.7
2024-01-10;Maria Sophia da Rocha;Andrade;Monitor;7;2941.21;20588.47
2024-02-26;Maysa Alves;Souza de das Neves;Mouse;7;406.44;2845.08
2025-03-03;Levi Porto;Leão;Mouse;3;2863.4;8590.2
2024-04-29;Benicio Dias;Pastor do Norte;Smartphone;7;1069.86;7489.02
2025-05-18;Mathias Castro;Macedo;Monitor;9;233.78;2104.02
2024-09-12;Vicente Moreira;Marques das Pedras;Smartphone;4;2511.5;10046.0
2025-02-25;Lunna Novais;da Cruz;Monitor;1;894.21;894.21
2024-11-11;Liam Rezende;Araújo Grande;Monitor;8;2651.97;21215.76
2025-03-12;Lucas Cirino;Dias Verde;Smartphone;4;988.86;3955.44
2024-02-29;Alice Brito;Macedo de Cavalcante;Teclado;3;1406.38;4219.14
2025-08-06;Cecilia Costela;Caldeira de Nunes;Smartphone;10;2045.85;20458.5
2024-12-25;Rafael da Cruz;da Rocha da Mata;Mouse;3;180.71;542.13
2025-10-14;Julia Nogueira;Gonçalves de Moraes;Monitor;3;468.97;1406.91
2024-07-06;Sra. Ana Beatriz Silva;Andrade;Notebook;2;2344.49;4688.98
2024-01-14;João Guilherme Leão;Farias de Pastor;Monitor;5;708.32;3541.6
2024-07-17;Sra. Ana Lívia Ferreira;Martins de Cavalcante;Teclado;6;1463.69;8782.14
2025-06-09;Heloísa Sousa;Ramos do Sul;Smartphone;6;485.95;2915.7
2024-02-25;Ana Sophia Barbosa;Moraes;Mouse;10;1358.07;13580.7
2024-12-12;Dra. Natália Cardoso;Freitas;Monitor;9;1596.63;14369.67
2025-07-01;Samuel Mendonça;Santos;Mouse;3;772.03;2316.09
2024-08-23;Catarina Moura;da Cunha;Monitor;1;1479.26;1479.26
2025-08-23;Ravy Rezende;Cardoso Grande;Teclado;4;2169.61;8678.44
2024-04-21;Augusto Lopes;Ribeiro;Teclado;4;194.37;777.48
2025-03-28;Clarice Mendonça;Marques de Rezende;Notebook;9;259.26;2333.34
2025-05-25;Pedro Lucas Cavalcanti;Cavalcanti;Monitor;8;2579.0;20632.0
2025-09-21;Ana Beatriz Viana;Pastor da Mata;Teclado;9;592.59;5333.31
2023-12-27;Melissa Duarte;Pires;Mouse;7;1805.76;12640.32
2024-03-12;Maria Liz Machado;Rocha Verde;Notebook;8;1948.23;15585.84
2024-06-09;Isaac Fogaça;Guerra do Norte;Monitor;8;674.8;5398.4
2025-02-23;Cauê Sousa;Peixoto Grande;Smartphone;3;2594.09;7782.27
2025-10-11;Marina Duarte;da Rosa;Smartphone;6;2427.79;14566.74
2024-09-26;Dra. Anna Liz Leão;Rodrigues;Teclado;2;1386.59;2773.18
2025-06-30;Enzo Gabriel Albuquerque;Pacheco;Monitor;5;1150.86;5754.3
2023-10-19;Apollo Costa;da Cruz Paulista;Smartphone;6;2845.48;17072.88
2025-03-15;Giovanna Castro;Pimenta das Pedras;Teclado;9;2023.52;18211.68
2025-07-15;Maria Laura Barros;Viana;Smartphone;10;2642.53;26425.3
2024-07-12;Srta. Ana Silva;Sousa Grande;Mouse;6;193.76;1162.56
2024-10-12;Lucca Silva;Ramos;Notebook;10;514.41;5144.1
2024-03-22;Daniel Novais;Jesus;Monitor;5;2616.12;13080.6
2025-02-28;Mariah Casa Grande;Sampaio de Alves;Smartphone;7;1872.25;13105.75
2024-12-22;Enrico Duarte;Pastor;Notebook;9;2718.3;24464.7
2025-03-09;Marcos Vinicius Porto;Rezende do Norte;Smartphone;10;1691.6;16916.0
2025-04-10;André das Neves;Campos da Serra;Notebook;3;140.19;420.57
2024-03-25;Theo Ramos;da Cunha da Prata;Monitor;2;628.6;1257.2
2024-07-08;Beatriz Barros;Jesus dos Dourados;Mouse;7;2995.21;20966.47
2024-03-04;Stephany das Neves;Rodrigues;Teclado;8;1253.68;10029.44
2024-09-23;Sra. Maria Fernanda Rocha;Novaes das Flores;Mouse;2;804.88;1609.76
2025-07-26;Mateus Alves;Rezende;Mouse;8;927.3;7418.4
2025-06-26;Dr. Vinícius Vargas;Vasconcelos Paulista;Monitor;8;1911.58;15292.64
2025-09-12;Diogo Melo;Novais;Notebook;9;398.4;3585.6
2024-07-02;Ana Lívia da Luz;Alves;Smartphone;9;2460.04;22140.36
2024-05-04;Pietro Sales;Viana das Pedras;Teclado;5;1079.43;5397.15
2024-12-26;Nicolas Nunes;Guerra;Monitor;8;309.79;2478.32
2025-09-23;Ana Martins;Teixeira do Oeste;Notebook;10;1510.3;15103.0
2025-09-19;Sr. Joaquim das Neves;Nogueira Verde;Teclado;7;300.79;2105.53
2024-02-15;Marina Rios;Leão de Minas;Teclado;3;1126.42;3379.26
2025-01-19;Olivia Cavalcante;Freitas da Mata;Smartphone;6;1424.68;8548.08
2024-06-17;José Pedro Rocha;Fernandes de Gonçalves;Smartphone;6;991.82;5950.92
2025-02-21;Vinicius Camargo;Cunha;Notebook;9;2077.97;18701.73
2025-03-18;Dr. Valentim Azevedo;da Mota;Smartphone;4;291.3;1165.2
2025-08-19;Lucas Gabriel Sales;da Luz das Pedras;Teclado;9;2532.41;22791.69
2024-07-14;Anthony Correia;Monteiro;Teclado;4;2838.27;11353.08
2024-11-24;Sr. Luiz Gustavo Campos;Melo de Campos;Teclado;7;1287.34;9011.38
2025-09-20;Theodoro Farias;Pastor;Teclado;7;835.15;5846.05
2025-09-23;Mirella Rocha;da Cunha;Smartphone;4;2861.51;11446.04
2025-07-30;Vitor Cunha;Guerra Paulista;Notebook;8;2023.02;16184.16
2025-05-16;Vitória Ribeiro;Sampaio;Monitor;7;2137.22;14960.54
2024-05-04;Zoe Nogueira;Pereira;Smartphone;5;921.23;4606.15
2025-07-01;Dr. Eduardo Costela;Porto da Mata;Monitor;2;1187.49;2374.98
2024-01-03;Ravi Moreira;Cunha do Galho;Mouse;6;1805.33;10831.98
2024-12-06;Maitê Abreu;Viana dos Dourados;Mouse;10;2211.75;22117.5
2025-08-30;Ryan Aragão;Pires;Smartphone;7;1319.82;9238.74
2025-09-23;João Lucas Garcia;Andrade do Norte;Monitor;3;1521.14;4563.42
2024-12-29;Milena Sales;Albuquerque;Smartphone;1;793.6;793.6
2023-12-07;Lucas Viana;Souza;Teclado;10;716.75;7167.5
2024-06-25;Otto Aragão;Campos;Mouse;2;2075.68;4151.36
2025-10-10;Alexandre Nascimento;da Cruz do Oeste;Smartphone;3;2931.57;8794.71
2025-10-05;Julia Novais;Rezende;Notebook;9;674.19;6067.71
2025-10-14;Lívia Carvalho;da Costa do Galho;Smartphone;3;1463.98;4391.94
2024-03-07;Mathias Siqueira;Borges da Serra;Monitor;1;492.42;492.42
2024-01-20;Dr. Kaique da Cruz;Rodrigues;Notebook;8;2425.65;19405.2
2023-11-26;Maysa Casa Grande;Aragão;Mouse;9;1194.97;10754.73
2025-02-01;Gabrielly Fogaça;Sousa;Teclado;10;766.61;7666.1
2024-03-02;Esther Vieira;Rios;Monitor;3;399.34;1198.02
2024-04-02;Raquel Marques;Silva do Norte;Smartphone;10;2551.92;25519.2
2024-02-14;João Guilherme Nunes;Araújo de Lima;Smartphone;1;2318.08;2318.08
2025-10-04;Luiz Felipe Garcia;Fonseca;Notebook;4;144.73;578.92
2024-05-03;Laura Macedo;Souza dos Dourados;Monitor;2;2676.08;5352.16
2025-06-25;Liam Rezende;Porto do Campo;Mouse;7;1697.99;11885.93
2025-06-24;Maria Luísa Camargo;Rezende;Smartphone;8;2464.19;19713.52
2025-09-17;Benjamin Rocha;Dias;Smartphone;7;1946.35;13624.45
2024-11-18;Maria Clara Cirino;Correia;Mouse;5;2933.17;14665.85
2023-12-15;Valentim Marques;Siqueira de Garcia;Smartphone;3;2093.06;6279.18
2023-11-09;Heloisa Andrade;Siqueira de Monteiro;Monitor;10;2176.62;21766.2
2025-06-06;Evelyn Rocha;Machado Paulista;Notebook;10;675.04;6750.4
2024-12-06;Luana Cirino;da Rosa;Notebook;1;2196.0;2196.0
2024-08-23;Isaque Brito;Ferreira de Gomes;Teclado;5;2536.26;12681.3
2024-03-20;Camila da Paz;Sales de Cavalcante;Mouse;7;722.98;5060.86
2024-11-21;João Pedro da Rocha;Lima Grande;Smartphone;2;377.34;754.68
2024-08-11;Thomas Siqueira;da Paz;Smartphone;5;1641.32;8206.6
2023-10-23;Theo Garcia;Cavalcanti da Mata;Teclado;4;249.83;999.32
2024-06-28;Gustavo Garcia;Nogueira do Norte;Teclado;5;1402.33;7011.65
2023-10-15;Josué das Neves;Campos Alegre;Notebook;2;1142.15;2284.3
2023-12-27;Laura Duarte;Vargas de Moura;Mouse;8;2968.87;23750.96
2024-05-23;Ana Carolina Ramos;da Cunha da Praia;Notebook;6;1491.65;8949.9
2024-03-30;Eduarda Pires;da Rosa;Smartphone;7;1471.1;10297.7
2024-01-01;Bárbara Farias;Nunes do Amparo;Teclado;10;939.81;9398.1
2024-12-13;Otávio Costa;Caldeira;Teclado;4;2208.01;8832.04
2024-07-20;Dra. Maria Fernanda Teixeira;Pimenta;Notebook;10;2040.01;20400.1
2025-05-29;Aurora Barros;Freitas Alegre;Monitor;4;1717.58;6870.32
2025-04-20;Stephany Barros;Pimenta de da Conceição;Smartphone;2;1367.66;2735.32
2024-02-24;Alice Castro;Souza de das Neves;Smartphone;8;1581.24;12649.92
2024-07-20;Heloísa Costa;Gomes;Notebook;9;2070.39;18633.51
2024-06-20;Emilly Aragão;Abreu;Monitor;9;1248.56;11237.04
2023-12-23;Alice Rezende;Leão do Norte;Monitor;3;1673.35;5020.05
2025-07-14;Raul Gomes;Nogueira de Castro;Notebook;2;1755.07;3510.14
2024-10-30;Sarah Moraes;Oliveira;Mouse;4;1304.3;5217.2
2024-11-01;Bárbara da Costa;Pacheco de Marques;Monitor;4;2144.57;8578.28
2025-05-25;Maria Flor Almeida;da Cruz;Smartphone;2;1770.07;3540.14
2024-07-27;Anthony Gabriel Sousa;Guerra;Notebook;7;2843.71;19905.97
2025-04-26;José Miguel Vargas;da Rocha;Mouse;6;2899.54;17397.24
2024-01-24;Anthony Camargo;Correia;Mouse;7;444.08;3108.56
2025-07-02;Ana Cecília Aragão;Ferreira;Teclado;10;1787.22;17872.2
2024-03-18;Srta. Stella Vieira;Fogaça de Barros;Notebook;2;1809.27;3618.54
2024-12-17;Srta. Manuela Rocha;Nunes;Notebook;10;644.41;6444.1
2024-10-28;Eduardo da Mata;Fonseca;Smartphone;3;1405.83;4217.49
2025-04-25;Thiago Casa Grande;Camargo;Monitor;1;115.37;115.37
2024-05-30;Sophie Rios;Pacheco Alegre;Notebook;4;471.33;1885.32
2024-05-13;Caroline Araújo;Garcia;Teclado;1;2434.6;2434.6
2025-03-06;Sr. Enrico Rezende;Costa;Notebook;5;1911.51;9557.55
2023-12-10;Lunna Ribeiro;Fogaça;Smartphone;2;783.71;1567.42
2025-06-23;Olívia Rios;Gomes;Monitor;1;2874.34;2874.34
2024-02-10;Davi Pimenta;Pinto;Smartphone;10;1805.22;18052.2
2025-03-17;Lunna Caldeira;Gomes Paulista;Smartphone;5;2192.67;10963.35
2024-10-08;Bárbara Pinto;Pastor;Monitor;4;2895.38;11581.52
2025-10-13;Maria Luiza Silveira;Vargas;Smartphone;3;1122.22;3366.66
2025-02-13;Carolina Câmara;Fonseca do Campo;Monitor;7;713.03;4991.21
2025-05-24;Beatriz da Mata;Silva;Mouse;10;2716.87;27168.7
2024-09-25;Joana Moura;da Costa;Smartphone;1;749.04;749.04
2024-02-29;Cecília Fernandes;Pastor de Barbosa;Mouse;3;2635.22;7905.66
2025-06-25;Yuri Correia;Moura de Goiás;Notebook;7;1152.31;8066.17
2024-01-31;Thales da Cunha;Montenegro;Monitor;3;345.76;1037.28
2023-10-18;Kevin Campos;da Cruz;Smartphone;10;992.15;9921.5
2025-10-12;Yuri Silva;Pacheco de Porto;Teclado;3;1370.32;4110.96
2023-12-25;Agatha Montenegro;Vieira de Minas;Smartphone;9;1956.97;17612.73
2024-09-21;Sra. Júlia Rezende;Andrade de Goiás;Notebook;4;2241.0;8964.0
2024-08-11;Breno Ramos;Fogaça;Mouse;1;401.39;401.39
2024-11-07;João Miguel Azevedo;Pimenta;Smartphone;4;1660.34;6641.36
2025-05-01;Kaique Martins;Fonseca;Mouse;9;1847.24;16625.16
2024-11-11;Ana Beatriz Lopes;Rios de Nunes;Smartphone;8;472.68;3781.44
2025-06-13;Otto Novais;Araújo;Monitor;4;110.98;443.92
2025-04-02;José Miguel da Cruz;Cassiano do Norte;Notebook;3;1227.96;3683.88
2025-02-16;Sara Almeida;Farias;Monitor;4;444.69;1778.76
2025-09-13;Sr. Cauê Siqueira;da Conceição;Monitor;9;360.15;3241.35
2024-08-31;Vinícius da Luz;das Neves;Monitor;1;352.41;352.41
2024-08-17;Liz Sales;Cavalcanti de Ramos;Monitor;6;2103.82;12622.92
2023-10-27;Pedro das Neves;Casa Grande;Monitor;10;1257.72;12577.2
2024-12-15;Srta. Maria Luísa Costa;Monteiro;Mouse;1;1059.95;1059.95
2024-04-04;Davi Lucca Costa;Andrade do Campo;Mouse;1;772.9;772.9
2024-07-27;Dr. João Guilherme Camargo;Camargo;Smartphone;9;1173.65;10562.85
2025-06-24;Diogo Rezende;Marques;Teclado;3;1905.03;5715.09
2024-11-23;Pedro Lucas da Cunha;Rodrigues;Smartphone;9;2901.62;26114.58
2025-10-04;Dr. Dom Vasconcelos;Fogaça Paulista;Mouse;5;634.38;3171.9
2025-08-17;Enzo Gabriel Almeida;Fogaça;Notebook;7;1239.63;8677.41
2024-06-01;Sr. Ian Pinto;Sales;Mouse;3;1377.77;4133.31
2024-01-26;Otávio Cassiano;Fonseca;Teclado;2;1219.99;2439.98
2024-08-24;Otto Abreu;Cavalcante;Monitor;2;1388.31;2776.62
2025-08-18;Alana Gomes;Nunes;Notebook;4;1357.66;5430.64
2025-03-20;Levi Duarte;Guerra;Notebook;2;986.35;1972.7
2024-02-14;Olivia Alves;Gonçalves Grande;Smartphone;8;511.45;4091.6
2024-11-19;Elisa Albuquerque;Sampaio;Monitor;6;2091.28;12547.68
2024-08-06;Dr. Benjamim da Conceição;Souza;Smartphone;5;807.38;4036.9
2025-01-05;Marcela Lima;Teixeira de Goiás;Smartphone;6;1994.99;11969.94
2024-02-10;Matteo Cunha;Fogaça Verde;Smartphone;10;2405.55;24055.5
2024-04-20;Cauê Caldeira;Cirino do Oeste;Smartphone;3;2777.86;8333.58
2024-10-07;Brayan Rezende;Peixoto das Pedras;Smartphone;7;2868.78;20081.46
2023-12-22;Pedro Lucas Guerra;da Rocha dos Dourados;Notebook;9;434.5;3910.5
2024-01-15;Lucas Gabriel Lima;Vieira;Smartphone;2;2703.71;5407.42
2025-07-21;Gael Mendonça;Carvalho;Teclado;7;252.8;1769.6
2025-03-07;Caleb Rios;Freitas da Mata;Notebook;8;1809.86;14478.88
2025-04-03;Ana Sophia Pinto;Jesus;Notebook;9;1886.28;16976.52
2025-09-24;Josué Lopes;Pimenta;Smartphone;3;162.15;486.45
2024-09-01;Isabelly Garcia;Sales;Mouse;9;1293.34;11640.06
2025-06-11;Davi Luiz Leão;Freitas;Teclado;8;2228.62;17828.96
2025-07-04;Ana Luiza Rios;Cirino;Notebook;6;1534.11;9204.66
2024-03-18;Sr. Bruno Rios;da Cruz;Teclado;1;2962.36;2962.36
2025-04-05;Esther Almeida;Macedo da Mata;Smartphone;10;1543.96;15439.6
2025-08-14;Sr. Henry Gabriel Peixoto;Oliveira;Notebook;9;519.74;4677.66
2025-05-14;Natália Oliveira;Albuquerque;Monitor;5;1668.7;8343.5
2025-03-10;Sr. Gael Cirino;Lopes Paulista;Smartphone;7;1201.4;8409.8
2025-05-25;Vinícius Gomes;Silva Grande;Teclado;10;876.12;8761.2
2024-03-22;Ana Laura Cunha;Fonseca do Oeste;Smartphone;4;727.54;2910.16
2024-06-18;Dr. Lucas Rios;da Conceição;Smartphone;9;1023.52;9211.68
2025-05-05;Lucas Leão;Marques;Monitor;1;914.99;914.99
2024-04-25;Sra. Ana Liz Sá;Macedo do Galho;Teclado;8;1389.94;11119.52
2024-03-11;Beatriz Gomes;Jesus do Amparo;Teclado;8;637.2;5097.6
2025-06-22;Anna Liz Leão;Ribeiro de Cirino;Monitor;10;1613.2;16132.0
2025-03-15;Eloah Garcia;Sales do Sul;Mouse;4;2270.07;9080.28
2024-07-11;Gabriel Machado;da Paz das Flores;Notebook;3;868.9;2606.7
2023-11-01;Dr. Brayan Pacheco;Peixoto do Amparo;Mouse;1;1766.98;1766.98
2024-06-12;Isabel Porto;Albuquerque;Teclado;9;1789.98;16109.82
2024-02-01;Dr. Josué Barros;Azevedo do Amparo;Monitor;8;2444.88;19559.04
2024-07-26;Dr. João Pedro Santos;Pastor da Prata;Teclado;3;2804.66;8413.98
2024-04-09;Miguel Gomes;Pastor;Smartphone;7;837.4;5861.8
2024-06-18;Valentina Vargas;Almeida;Teclado;2;1142.06;2284.12
2024-11-17;Bruno Fonseca;Fogaça de Campos;Notebook;2;1539.26;3078.52
2024-02-05;Luan Teixeira;Silveira;Notebook;2;1597.05;3194.1
2025-02-28;Thomas Fernandes;Albuquerque;Monitor;10;1579.93;15799.3
2024-05-30;Emanuelly Teixeira;Monteiro;Notebook;3;548.66;1645.98
2023-10-23;Bruna Leão;Fogaça;Mouse;9;2239.18;20152.62
2024-01-17;Nicolas Câmara;da Rosa da Mata;Notebook;1;1221.53;1221.53
2024-05-30;Dr. João Felipe Pires;Silveira do Norte;Teclado;4;1067.24;4268.96
2023-12-21;Enrico Sá;Cavalcanti de da Cunha;Smartphone;4;2729.27;10917.08
2024-03-31;Maria Júlia Silva;Viana;Mouse;5;1880.26;9401.3
2024-03-14;Srta. Mariana Albuquerque;Pastor de Goiás;Smartphone;8;2760.12;22080.96
2024-04-30;Sra. Emilly Duarte;Borges;Mouse;8;1466.69;11733.52
2025-03-17;Manuella Pires;da Rocha de Silva;Smartphone;8;726.41;5811.28
2025-04-20;Marina Aragão;Guerra;Monitor;8;458.82;3670.56
2025-06-13;Ryan Peixoto;Mendes;Teclado;7;181.14;1267.98
2025-05-23;Emanuella Nunes;Lopes das Flores;Teclado;10;998.6;9986.0
2025-08-16;Lorena Costela;da Cunha da Mata;Notebook;9;1423.24;12809.16
2024-12-08;Dr. Felipe Nascimento;Ribeiro;Notebook;4;962.62;3850.48
2024-02-28;Gabriela Sousa;Aragão;Notebook;4;611.8;2447.2
2025-03-28;Stephany Macedo;Fonseca de Borges;Smartphone;1;434.84;434.84
2024-10-05;Joana Andrade;Novaes de Pinto;Monitor;5;1293.52;6467.6
2025-01-12;Dra. Maria Júlia Mendonça;Câmara Paulista;Mouse;6;1809.17;10855.02
2024-07-22;Maria Fernanda Pereira;Carvalho de Carvalho;Mouse;3;2956.27;8868.81
2025-01-12;Maria Vitória Cavalcante;Silveira Verde;Monitor;10;2314.8;23148.0
2024-01-17;Ana Júlia Souza;Sampaio;Smartphone;4;2552.91;10211.64
2024-10-25;Dr. Benicio Pimenta;da Mata das Pedras;Smartphone;3;1460.57;4381.71
2025-01-21;Maria Luiza da Paz;Sales;Mouse;1;1125.68;1125.68
2024-07-06;Ana Beatriz Aparecida;Sá de Gomes;Teclado;3;2625.16;7875.48
2024-12-25;Davi Miguel da Luz;Pastor das Flores;Mouse;8;515.34;4122.72
2025-04-28;Ana Clara Peixoto;Aparecida;Notebook;8;2562.46;20499.68
2025-10-06;Rodrigo Barbosa;Pinto;Monitor;1;1372.53;1372.53
2024-02-08;Amanda Barbosa;Ramos da Praia;Monitor;7;2792.26;19545.82
2024-07-19;Valentina Caldeira;Aragão de Gomes;Mouse;1;2150.17;2150.17
2025-05-19;Ravi Lucca Lopes;Viana de Minas;Notebook;4;1988.88;7955.52
2024-08-05;Alexia da Cunha;Nogueira;Smartphone;9;507.38;4566.42
2025-06-24;Paulo da Cunha;Nascimento de Azevedo;Notebook;3;2712.32;8136.96
2024-08-08;Letícia Vasconcelos;Vieira;Teclado;4;2536.07;10144.28
2024-02-08;Josué Aragão;Abreu;Smartphone;6;2353.5;14121.0
2025-03-19;Sr. Ryan Macedo;Novais Paulista;Notebook;4;1518.25;6073.0
2024-03-02;Renan Lima;Dias;Teclado;2;782.04;1564.08
2024-04-01;Sr. Juan Borges;Campos;Notebook;5;1893.21;9466.05
2024-04-10;Guilherme Monteiro;Rodrigues da Prata;Monitor;5;1523.97;7619.85
2024-01-09;Srta. Rafaela Pires;Macedo;Notebook;10;2580.1;25801.0
2024-06-21;Dr. Arthur Dias;Nogueira;Mouse;9;1669.81;15028.29
2025-05-24;Evelyn da Cruz;da Cunha de Viana;Mouse;8;2191.39;17531.12
2025-07-03;Anthony Cunha;Porto do Galho;Smartphone;3;2931.0;8793.0
2025-05-22;Julia Barros;Sousa de Goiás;Monitor;7;2106.8;14747.6
2025-03-25;Eduardo Lima;Almeida;Notebook;6;2089.19;12535.14
2023-12-25;Dra. Joana Cassiano;Borges;Smartphone;10;2375.45;23754.5
2024-03-21;Guilherme Fernandes;Aragão;Notebook;8;1393.06;11144.48
2024-03-06;João Melo;Siqueira;Teclado;1;2118.73;2118.73
2024-10-15;Ana Julia Porto;Cavalcanti;Monitor;7;1384.53;9691.71
2025-08-02;Samuel Novaes;Monteiro da Serra;Notebook;6;463.93;2783.58
2024-11-04;Kevin Aragão;Correia das Flores;Monitor;6;257.39;1544.34
2023-10-16;Luana Macedo;Teixeira;Mouse;8;1669.57;13356.56
2024-11-15;Lara Caldeira;Pimenta do Galho;Mouse;6;1247.82;7486.92
2025-03-10;Maria Liz Rodrigues;Albuquerque;Monitor;9;297.23;2675.07
2024-06-12;Fernando Vasconcelos;Cardoso da Prata;Notebook;9;265.12;2386.08
2024-11-15;Camila Casa Grande;Nogueira;Notebook;8;250.13;2001.04
2025-05-18;Olivia Guerra;Rocha;Notebook;6;2048.29;12289.74
2024-06-08;Srta. Ayla Silva;Cardoso;Smartphone;8;2196.16;17569.28
2025-02-09;Rael Albuquerque;Moura;Monitor;10;2393.78;23937.8
2025-07-03;José Pedro Sá;Mendes da Prata;Teclado;6;1350.97;8105.82
2024-04-13;Lorenzo Nascimento;Pereira das Pedras;Notebook;1;864.49;864.49
2025-03-17;Bárbara da Costa;Cardoso;Monitor;5;2071.33;10356.65
2024-07-11;Felipe Alves;Cirino de Fonseca;Monitor;5;1119.05;5595.25
2024-08-04;Vinicius Azevedo;Caldeira;Smartphone;3;2670.05;8010.15
2025-09-23;Pedro Miguel Porto;Porto das Flores;Smartphone;7;553.41;3873.87
2025-02-07;João Miguel Guerra;da Mata;Teclado;2;1191.53;2383.06
2024-01-24;Paulo da Paz;Azevedo;Mouse;10;583.81;5838.1
2024-12-30;Marina da Conceição;da Luz do Oeste;Monitor;7;1365.5;9558.5
2024-10-08;Caroline da Conceição;Novais;Teclado;5;2101.68;10508.4
2023-12-14;Alícia Sá;Câmara de Dias;Notebook;8;466.28;3730.24
2024-12-09;Srta. Melina Leão;Moura de Rodrigues;Monitor;7;1176.13;8232.91
2024-05-29;Leonardo Vasconcelos;Pacheco Verde;Smartphone;5;1562.16;7810.8
2025-10-07;Ana Luiza Pinto;Martins do Galho;Monitor;3;1153.79;3461.37
2025-09-26;Srta. Heloisa Moraes;Almeida do Sul;Teclado;4;1624.97;6499.88
2024-09-19;Gabriela Carvalho;Sampaio;Smartphone;4;415.53;1662.12
2025-08-16;Nicole Gonçalves;Cavalcante;Mouse;2;1601.4;3202.8
2024-09-18;Dr. José Miguel Sousa;Souza de Mendes;Teclado;9;2205.65;19850.85
2025-09-22;Dante Barbosa;Sales;Monitor;5;2288.34;11441.7
2025-01-28;Vitor Hugo Rezende;Araújo do Norte;Smartphone;7;891.14;6237.98
2025-10-09;Catarina Cavalcanti;Cardoso;Mouse;8;1126.3;9010.4
2025-04-26;Maria Moreira;Cassiano;Notebook;3;1383.61;4150.83
2025-06-07;Hadassa Montenegro;Macedo;Smartphone;9;2026.49;18238.41
2024-07-25;Alícia Cunha;Pereira;Smartphone;1;448.54;448.54
2023-11-13;Alice Viana;Pinto;Notebook;9;1700.4;15303.6
2025-06-27;Dra. Ana Laura Farias;Macedo de Campos;Notebook;1;810.08;810.08
2025-07-30;Paulo Araújo;Brito Paulista;Notebook;10;2420.97;24209.7
2025-09-07;Otávio Carvalho;Lopes da Prata;Monitor;1;1247.8;1247.8
2025-08-19;Kaique Freitas;Sá;Notebook;2;2704.96;5409.92
2023-11-22;Mateus Cardoso;Barros de Pimenta;Smartphone;1;683.35;683.35
2024-03-14;Sr. Pietro Cassiano;Melo do Sul;Mouse;7;694.94;4864.58
2025-01-09;Lunna da Cunha;da Mota de Nascimento;Monitor;3;2941.31;8823.93
2024-09-07;Daniela Pereira;da Costa;Monitor;3;350.0;1050.0
2024-04-19;Antony Macedo;Siqueira;Mouse;9;966.02;8694.18
2025-04-05;Gael Henrique Borges;Pacheco de Minas;Monitor;7;1215.74;8510.18
2024-02-12;Ana Vitória Marques;Sampaio;Monitor;10;2733.59;27335.9
2025-08-03;Henrique Carvalho;Dias;Monitor;1;2292.97;2292.97
2025-08-24;Giovanna Mendes;Casa Grande;Mouse;8;2259.28;18074.24
2024-09-25;Caleb Macedo;da Costa;Monitor;3;699.08;2097.24
2024-03-24;Matheus Moreira;Campos;Teclado;4;385.95;1543.8
2023-12-12;Nathan Oliveira;Fogaça do Campo;Notebook;4;2050.77;8203.08
2025-01-11;Francisco Caldeira;Dias;Smartphone;8;968.54;7748.32
2024-06-19;Gael Henrique Novaes;da Mota;Mouse;1;1489.0;1489.0
2024-04-30;Asafe Pereira;Melo;Teclado;2;1783.65;3567.3
2024-10-01;Enzo Macedo;Brito do Amparo;Monitor;7;1060.03;7420.21
2024-11-08;Catarina Carvalho;Rocha;Mouse;8;2727.12;21816.96
2025-04-29;Carlos Eduardo da Costa;Cavalcanti;Mouse;4;2146.12;8584.48
2024-12-25;Ana Laura Machado;Alves;Mouse;9;2479.09;22311.81
2024-08-08;Gustavo Henrique Câmara;Sampaio de Correia;Notebook;7;1151.89;8063.23
2025-08-24;Ana Liz da Cunha;Alves de Sampaio;Teclado;8;1207.44;9659.52
2024-03-03;Carolina Farias;da Costa;Teclado;9;350.86;3157.74
2024-03-21;Otto Vasconcelos;Castro;Mouse;10;682.84;6828.4
2024-04-13;Apollo Machado;Garcia do Norte;Smartphone;8;506.25;4050.0
2024-03-15;Isaque Rezende;Sá;Mouse;6;197.24;1183.44
2024-08-25;Lavínia Oliveira;Albuquerque de Minas;Notebook;8;1637.94;13103.52
2024-12-22;Srta. Valentina Brito;Guerra;Smartphone;1;2123.25;2123.25
2025-03-24;Maria Clara Carvalho;Gonçalves da Serra;Teclado;8;1880.42;15043.36
2024-07-09;Arthur Alves;da Rosa da Prata;Smartphone;8;990.62;7924.96
2025-05-03;Pietro Leão;da Paz;Mouse;8;2089.49;16715.92
2025-03-21;Eloá Azevedo;da Mota;Smartphone;6;962.39;5774.34
